loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit
28800, 36 months,14.46%,990.77,C,C4,Associate Broker,2 years,OWN,60000,Source Verified,Charged Off,home_improvement,NM,14.42,0,Mar-98,0,74,,17,0,25178,36.40%,29,w,0,Mar-18,0,,0,42605,1,2,1,1,0,17427,89,0,3,7810,48,69200,1,0,4,4,2506,42307,36.9,114,180,15,0,3,15,74,0,74,0,7,9,12,16,6,15,20,9,17,0,1,96.6,0,0,0,88875,42605,67100,19675
25000, 60 months,21.97%,690.05,E,E4,Diesel Mechanic,10+ years,MORTGAGE,60000,Source Verified,Fully Paid,credit_card,ME,10.04,0,Feb-99,2,,95,7,1,12921,48.90%,28,w,0,Apr-17,0,,0,264548,3,1,1,3,3,7581,96,2,2,8206,60,26400,1,8,5,6,37793,4803,72.1,205,115,3,3,3,9,,1,,0,3,5,3,3,19,5,6,5,7,0,4,100,33.3,1,0,279768,20502,17200,7897
5000, 36 months,7.89%,156.43,A,A5,dispatcher,10+ years,RENT,40000,Source Verified,Charged Off,debt_consolidation,LA,19.83,0,Nov-02,0,,,6,0,4443,23.10%,10,w,0,Aug-18,0,,0,15523,0,1,0,0,35,11080,47,1,4,373,36,19200,0,0,0,4,2587,127,74.6,147,160,12,12,0,12,,19,,0,1,3,1,3,2,5,8,3,6,0,1,100,0,0,0,43007,15523,500,23807
4200, 36 months,11.47%,138.44,B,B5,MANAGER,2 years,RENT,45000,Source Verified,Fully Paid,debt_consolidation,NY,2.88,0,Jul-03,0,81,,3,0,3438,35.10%,6,w,0,Apr-18,0,81,0,3438,0,0,0,0,,0,,1,1,3430,35,9800,0,0,1,1,1146,6362,35.1,,152,11,11,0,11,81,11,81,1,2,2,3,6,0,3,6,2,3,0,1,66.7,0,0,0,9800,3438,9800,0
7200, 36 months,5.32%,216.83,A,A1,Paralegal,10+ years,MORTGAGE,60000,Source Verified,Current,debt_consolidation,TX,14.88,0,Apr-07,0,,,11,0,6818,23%,17,w,1700.4,Aug-18,0,,0,155233,0,2,0,3,16,26429,81,1,1,5580,53,29700,0,1,0,4,14112,12120,31.5,80,101,8,8,2,8,,18,,0,1,3,3,4,5,8,10,3,11,0,1,100,0,0,0,197829,33247,17700,32750
30000, 60 months,12.99%,682.44,C,C2,Machinist General Foreman,10+ years,MORTGAGE,110000,Source Verified,Current,debt_consolidation,WA,16.53,0,Mar-89,2,,,14,0,38956,61.90%,34,w,18373.96,Aug-18,0,,0,443217,3,3,2,3,7,75924,70,2,3,10028,64,62900,2,15,8,7,31658,15723,50.1,164,324,1,1,5,48,,0,,0,2,5,4,8,11,10,18,5,14,0,5,100,50,0,0,474642,114880,31500,81792
30000, 60 months,17.27%,749.94,D,D2,HR Business Partner,10+ years,RENT,160000,Source Verified,Current,home_improvement,WI,14.39,2,Sep-01,1,8,42,24,1,1054,2.40%,38,w,19125.18,Aug-18,0,,0,59950,4,4,2,3,3,58896,76,7,8,754,49,44600,1,1,12,11,2607,11292,6.7,174,122,0,0,1,3,9,1,8,0,2,5,6,7,16,20,21,5,24,0,9,86.8,0,0,0,122212,59950,12100,77612
15000, 36 months,7.89%,469.29,A,A5,Manager,1 year,OWN,80000,Not Verified,Fully Paid,debt_consolidation,CA,14.24,0,Nov-05,1,,,13,0,21027,27%,21,w,0,May-17,0,,0,280644,3,2,1,1,8,15628,74,5,6,7400,37,77900,1,2,1,8,21588,49924,28.1,60,124,2,2,1,2,,0,,0,7,9,7,12,4,10,16,9,13,0,6,100,0,0,0,348044,36655,69400,21244
20000, 36 months,5.32%,602.3,A,A1,Peace Officer,10+ years,RENT,120000,Source Verified,Current,debt_consolidation,CA,8.94,0,Dec-00,0,39,,9,0,16141,66.20%,19,w,4723.51,Aug-18,0,,0,37198,0,1,0,1,22,21057,74,0,0,9611,71,24400,0,1,0,1,4133,1059,93.5,183,119,30,22,0,39,,,39,0,3,4,3,3,7,8,10,4,9,0,0,94.7,100,0,0,52749,37198,16300,28349
16000, 60 months,7.89%,323.59,A,A5,distribution center manager,10+ years,MORTGAGE,100000,Not Verified,Current,debt_consolidation,TX,12.23,0,Feb-99,1,28,,6,0,12764,70.90%,31,w,9310.06,Aug-18,0,36,91,169652,1,2,1,2,8,31304,80,1,1,1828,77,18000,4,8,4,3,28275,1172,60.9,154,205,6,6,2,6,36,3,28,2,1,3,1,10,6,3,22,3,6,0,2,83.9,0,0,0,204944,44068,3000,39097
12000, 36 months,6.97%,370.37,A,A3,CORRECTIONS OFFICER,3 years,MORTGAGE,65000,Source Verified,Current,home_improvement,IN,11.67,0,May-89,0,,55,7,1,6503,27.80%,25,w,2501.22,Aug-18,0,,0,182123,1,1,1,1,6,6027,27,2,3,5875,28,23400,1,5,4,5,26018,14125,29.4,127,322,12,6,4,12,,0,,0,1,2,2,8,7,4,14,2,7,0,3,100,0,1,0,220362,12530,20000,21962
16000, 36 months,12.99%,539.03,C,C2,director of operations,6 years,MORTGAGE,120000,Verified,Current,home_improvement,NJ,18.87,1,Apr-02,1,20,,29,0,19882,30.10%,46,w,4109.39,Aug-18,0,33,0,488257,7,2,1,2,7,46863,97,12,14,2393,40,66100,5,1,5,18,16836,21509,26.3,124,167,2,2,2,2,,2,20,4,8,19,10,14,6,25,36,19,29,0,15,93.2,0,0,0,549179,67535,29200,54909
7000, 36 months,13.67%,238.13,C,C3,Controller,2 years,RENT,69000,Source Verified,Fully Paid,moving,OH,38.63,0,Jun-96,0,38,,20,0,49582,66.90%,34,w,0,May-18,0,38,0,264022,0,2,0,0,57,43641,5,0,2,14483,50,74100,0,2,1,2,15531,9937,73.2,156,237,15,15,1,15,,7,,1,5,12,5,8,8,17,25,12,20,0,0,97.1,60,0,0,319703,93223,37100,70654
15000, 36 months,15.31%,522.26,C,C5,Business Management,10+ years,MORTGAGE,95000,Source Verified,Fully Paid,debt_consolidation,GA,32.66,1,Nov-98,2,16,,17,0,7729,50.50%,50,w,0,Jul-18,0,60,1014,166821,2,4,2,5,6,41846,62,1,2,3195,60,15300,2,2,4,7,12832,719,86.9,208,143,6,6,2,29,16,3,16,2,2,7,2,10,20,11,28,7,17,0,3,85.4,100,0,0,215843,49575,5500,67989
10000, 60 months,13.67%,230.98,C,C3,Coordinator,10+ years,MORTGAGE,52000,Source Verified,Current,debt_consolidation,AZ,22.23,4,Oct-02,0,6,,4,0,9076,81.80%,14,w,6164.63,Aug-18,0,,0,142208,0,1,1,2,11,14180,57,0,0,9076,65,11100,3,0,3,2,35552,524,94.5,33,161,30,11,2,116,6,11,6,0,1,1,1,4,5,2,7,1,4,0,1,71.4,100,0,0,183073,23256,9600,24798
15000, 36 months,10.75%,489.31,B,B4,Equipment Operator,10+ years,RENT,58000,Verified,Current,credit_card,PA,20.13,0,Feb-98,0,,84,12,1,11027,66.80%,21,w,3761.15,Aug-18,0,,0,29163,0,2,0,1,15,18136,70,2,3,3021,69,16500,0,0,0,4,2430,356,96.1,119,217,9,9,4,14,,,,0,6,8,6,7,5,10,12,8,12,0,2,100,83.3,1,0,42450,29163,9100,25950
14000, 36 months,15.31%,487.45,C,C5,driver,< 1 year,RENT,200000,Source Verified,Fully Paid,small_business,GA,11.12,0,Jun-11,0,39,,8,0,14036,61.30%,11,w,0,Feb-18,0,39,0,113232,0,2,1,4,8,99196,,1,3,4833,61,22900,2,0,3,7,14154,8864,61.3,57,37,7,7,0,7,,1,,0,6,6,6,6,5,6,6,6,8,0,2,90.9,33.3,0,0,134033,113232,22900,111133
11200, 36 months,12.99%,377.32,C,C2,Supervisor,10+ years,MORTGAGE,65000,Not Verified,Charged Off,credit_card,IN,30.5,0,Nov-00,1,,81,15,1,16083,50.90%,32,w,0,Aug-18,0,,0,201316,2,1,1,2,8,44129,66,3,5,2731,56,31600,4,2,11,8,14380,4815,65.6,121,155,1,1,2,1,,3,,0,5,8,5,14,5,12,24,8,15,0,5,100,40,1,0,225471,60212,14000,51498
8850, 36 months,18.25%,321.06,D,D3,Sr. Administrative Asst,10+ years,MORTGAGE,57000,Source Verified,Current,home_improvement,OH,33.89,0,Feb-05,0,,,9,0,11891,84.30%,25,w,2420.84,Aug-18,0,,0,127785,0,2,1,2,12,32510,82,1,1,3734,83,14100,1,0,0,3,15973,908,90.8,122,133,8,8,4,103,,13,,0,3,5,3,5,14,5,7,5,9,0,2,100,100,0,0,146838,44401,9900,39638
16000, 60 months,8.39%,327.42,B,B1,Sales Engineer,7 years,MORTGAGE,142000,Verified,Fully Paid,debt_consolidation,CA,18.76,0,Mar-04,2,,,29,0,17139,28.40%,42,w,0,Jan-17,0,,315,778060,3,19,1,3,1,149836,105,1,4,5330,67,60300,1,2,4,8,26830,32661,34.4,144,115,1,1,2,1,,1,,0,7,7,8,9,29,9,11,7,29,0,3,100,0,0,0,825017,166975,49800,152807
12000, 36 months,11.47%,395.55,B,B5,Postdoctoral Researcher,2 years,RENT,56000,Verified,Current,debt_consolidation,MA,9.98,0,Dec-10,0,,,8,0,11077,49.20%,10,w,3032.16,Aug-18,0,,0,19321,0,1,0,0,63,4720,118,1,3,4632,63,22500,0,0,0,3,2415,10430,50.8,63,63,12,12,0,12,,23,,0,5,6,5,6,1,6,8,6,8,0,1,100,40,0,0,30600,19321,21200,4000
5000, 36 months,11.99%,166.05,C,C1,matainance,10+ years,MORTGAGE,50000,Source Verified,Current,home_improvement,IN,25.52,0,Apr-04,1,31,,9,0,4706,37.30%,17,f,1270.52,Aug-18,0,,0,102440,3,2,3,3,3,44751,92,2,4,2866,80,12600,3,0,4,7,11382,2234,64,130,143,0,0,1,6,,0,31,0,2,3,2,4,7,6,9,3,9,0,5,94.1,50,0,0,128883,49457,6200,48912
11900, 36 months,7.89%,372.3,A,A5,Finance Assistant,6 years,RENT,41000,Verified,Charged Off,debt_consolidation,NY,39.08,0,Nov-03,1,75,,23,0,7934,18.20%,46,w,0,May-17,0,,788,91831,2,12,0,2,15,83897,77,3,6,3728,60,43700,1,4,2,8,3993,22864,25.5,147,148,6,6,0,6,,5,,0,3,4,5,8,27,11,19,4,23,0,3,97.8,0,0,0,153368,91831,30700,109668
20000, 36 months,9.75%,643,B,B3,driver,5 years,RENT,50000,Not Verified,Current,credit_card,WA,18.99,3,Aug-07,2,2,,12,0,14637,36.60%,17,w,4358.17,Aug-18,0,,0,16758,0,1,0,0,43,2121,11,1,2,6289,28,40000,0,0,2,2,1523,17327,40.5,43,103,10,10,0,16,2,0,2,0,4,5,5,6,1,11,16,5,12,0,1,82.4,20,0,0,58963,16758,29100,18963
3600, 36 months,16.29%,127.09,D,D1,CRTV OPERATOR,4 years,MORTGAGE,55000,Source Verified,Fully Paid,other,NJ,26.99,0,Jul-10,1,,,13,0,10717,71%,14,w,0,Nov-17,0,,0,280282,4,4,0,1,18,48887,104,3,4,1973,86,15100,0,0,4,6,23357,3408,59.4,39,68,2,2,1,2,,5,,0,6,7,7,8,4,8,9,7,13,0,4,100,50,0,0,299644,59604,8400,63620
35000, 36 months,15.31%,1218.61,C,C5,SUPERINTENDENT,10+ years,MORTGAGE,108000,Verified,Charged Off,debt_consolidation,NJ,19.28,0,Jan-03,1,,,12,0,29465,85.70%,21,w,0,Jul-17,0,,0,224754,0,2,1,1,9,22969,70,0,1,17054,78,34400,0,1,6,2,20432,2235,92.9,118,148,22,9,2,36,,3,,0,7,7,7,9,6,9,13,7,12,0,1,100,100,0,0,250685,52434,31700,33035
6000, 36 months,9.16%,191.25,B,B2,Technician ,10+ years,MORTGAGE,93000,Source Verified,Current,debt_consolidation,MI,14.25,0,Oct-00,0,,,9,0,4596,70.70%,15,w,1478.58,Aug-18,0,,1218,128385,0,3,0,2,19,36048,68,0,1,940,68,6500,0,3,1,3,14265,120,93.3,185,142,23,19,4,31,,10,,0,2,5,2,3,5,5,6,5,9,0,0,100,100,0,0,161607,40644,1800,53407
36000, 60 months,13.67%,831.52,C,C3,Area Manager,10+ years,MORTGAGE,120000,Source Verified,Current,debt_consolidation,NV,20.72,1,May-04,0,16,,12,0,14828,55.30%,40,w,22192.94,Aug-18,0,,0,428931,1,5,0,1,22,69287,60,1,3,4937,57,26800,1,11,4,5,38994,63,98.7,133,126,4,4,8,24,77,8,77,0,1,2,2,4,17,6,15,2,12,0,2,94.7,100,0,0,470907,84115,5000,96107
18000, 36 months,6.49%,551.61,A,A2,Human Resources,1 year,RENT,58000,Verified,Current,credit_card,CO,12.63,0,Jul-06,0,81,,13,0,16073,34.30%,31,w,4307.3,Dec-17,0,81,0,16303,0,2,0,0,46,230,2,0,3,8045,29,46900,0,2,0,3,1359,20027,44.5,91,116,19,19,0,19,81,,81,1,3,3,5,11,8,11,23,3,13,0,0,96.8,40,0,0,56900,16303,36100,10000
6000, 36 months,9.75%,192.9,B,B3,911 telecommunications ,6 years,RENT,27700,Source Verified,Fully Paid,credit_card,AZ,12.09,1,Oct-03,2,22,,9,0,5621,66.90%,23,w,0,Aug-18,0,,0,12073,2,1,0,0,104,6452,39,3,5,1937,48,8400,0,0,2,5,1725,2075,67.1,148,149,2,2,1,2,75,2,22,0,3,5,6,12,4,8,18,5,9,0,3,87,75,0,0,24974,12073,6300,16574
7200, 36 months,15.31%,250.69,C,C5,truckdriver ,2 years,MORTGAGE,60000,Source Verified,Fully Paid,other,NY,13.38,1,Mar-02,0,14,94,6,1,4489,49.90%,14,w,0,Aug-18,0,,515,154561,0,2,2,2,7,21617,89,0,0,3916,79,9000,0,1,1,2,25760,84,97.9,139,168,43,7,3,67,,7,,0,1,3,1,3,4,3,7,3,6,0,2,92.9,100,1,0,165822,26106,4000,24268
3600, 36 months,13.67%,122.47,C,C3,Accounting Office,1 year,RENT,23000,Source Verified,Fully Paid,medical,OH,29.7,0,Dec-96,1,57,58,8,1,3541,35.40%,30,w,0,Mar-17,0,57,399,14223,2,2,1,2,3,10682,77,2,3,2904,60,10000,1,0,1,5,2032,2596,52.8,134,231,5,3,4,5,57,5,57,0,1,2,2,6,8,6,18,2,8,0,3,95.7,50,1,0,23845,14223,5500,13845
20000, 36 months,9.16%,637.49,B,B2,Machine operator,10+ years,MORTGAGE,83000,Not Verified,Current,other,MI,11.19,0,May-03,0,,85,10,1,9917,62.80%,22,w,4928.91,Aug-18,0,,0,136389,1,2,0,1,15,6345,43,1,2,4399,53,15800,0,9,0,4,13639,3293,68,121,102,6,6,2,58,,15,,0,2,5,2,2,12,7,8,5,10,0,1,100,50,1,0,155001,16262,10300,14712
20000, 36 months,5.32%,602.3,A,A1,Owner,3 years,MORTGAGE,250000,Source Verified,Fully Paid,debt_consolidation,MI,8.62,2,Mar-73,0,11,,22,0,12664,14.70%,56,w,0,Aug-18,0,41,0,323494,2,3,1,2,1,35649,68,0,0,3036,35,86200,1,0,1,3,16175,34439,22.6,137,516,52,1,9,68,,5,11,0,5,9,9,23,9,17,37,9,22,0,2,92.9,0,0,0,415816,48428,44500,52522
6000, 36 months,17.27%,214.73,D,D2,Driver,10+ years,RENT,41000,Source Verified,Fully Paid,major_purchase,NY,23.8,0,Dec-11,1,,,12,0,16075,72.10%,12,w,0,Jan-18,0,,0,29521,2,1,0,1,13,13446,68,3,9,6264,70,22300,9,0,2,10,2460,1792,87.1,13,51,4,4,0,5,,4,,0,4,10,4,4,1,11,11,10,12,0,3,100,75,0,0,42060,29521,13900,19760
12000, 60 months,14.46%,282.09,C,C4,Physical Therapist,< 1 year,RENT,93600,Source Verified,Current,credit_card,CA,29.36,0,Aug-04,0,,,14,0,10849,96%,26,w,7453.4,Aug-18,0,,0,260568,2,9,1,3,4,249719,102,1,2,3477,102,11300,0,0,0,5,18612,437,95.7,139,125,3,3,0,3,,,,0,4,5,4,7,18,5,8,5,14,0,2,100,100,0,0,250321,260568,10100,239021
10000, 36 months,11.47%,329.62,B,B5,TRUCK DRIVER,10+ years,RENT,80000,Not Verified,Fully Paid,debt_consolidation,NY,3.54,0,Sep-03,1,41,,6,0,8941,67.20%,12,w,0,Aug-18,0,41,0,8941,2,0,0,0,78,0,,3,4,7460,67,13300,0,0,6,4,1490,3259,73.1,80,150,6,6,1,6,,6,,1,3,4,4,7,2,6,9,4,6,0,3,91.7,25,0,0,13300,8941,12100,0
1000, 36 months,9.75%,32.15,B,B3,Registration clerk,2 years,OWN,38000,Source Verified,Current,credit_card,NY,13.41,0,Sep-93,0,31,,4,0,1411,40.30%,12,w,248.04,Aug-18,0,50,0,3272,1,1,0,0,57,1861,13,2,2,1269,19,3500,0,0,0,2,818,131,90.6,57,270,3,3,0,12,50,13,50,3,1,3,1,5,1,3,11,3,4,0,2,58.3,100,0,0,17438,3272,1400,13938
11700, 60 months,23.13%,330.71,F,F1,Vice President,7 years,MORTGAGE,230000,Source Verified,Fully Paid,home_improvement,TX,6.94,0,Jun-94,0,57,,11,0,0,0%,24,w,0,Jul-18,0,57,4135,403633,3,2,2,2,4,75468,95,4,7,0,27,24100,1,0,9,11,36694,13600,0,120,261,2,2,4,2,,4,57,3,0,0,7,7,7,8,13,0,11,0,7,87,0,0,0,433726,75468,13600,77311
4500, 36 months,12.99%,151.61,C,C2,,10+ years,RENT,60000,Source Verified,Fully Paid,debt_consolidation,NC,20.52,0,Jun-04,2,32,,22,0,9529,23.90%,47,w,0,Aug-18,0,,0,183618,6,2,3,4,4,22743,95,6,7,3586,26,39900,2,1,7,13,8346,12151,29.4,126,141,2,2,8,4,32,1,32,0,2,3,8,14,10,18,28,3,22,0,10,95.7,12.5,0,0,239996,33041,17200,44323
6000, 36 months,9.16%,191.25,B,B2,Program Manager,1 year,MORTGAGE,100000,Source Verified,Current,debt_consolidation,FL,14.39,4,May-99,0,14,,12,0,6235,44.20%,20,w,1478.58,Aug-18,0,14,61,221143,0,6,0,1,23,57137,79,1,2,4052,73,14100,0,0,2,3,18429,231,95,152,202,12,12,1,22,,9,66,0,2,4,2,6,8,5,11,4,12,4,1,75,100,0,0,257193,63372,4600,72540
11500, 60 months,18.25%,293.6,D,D3,,n/a,RENT,31986.96,Verified,Fully Paid,debt_consolidation,NY,11.82,0,Oct-00,0,,58,7,1,4018,57.40%,11,w,0,Nov-17,0,,0,7872,0,1,0,1,13,3854,77,0,0,1451,66,7000,0,0,0,1,1574,1155,74.3,13,185,62,13,0,62,,,,0,3,4,4,7,1,6,10,4,7,0,0,100,66.7,0,0,12000,7872,4500,5000
7000, 36 months,7.89%,219,A,A5,Bartender,6 years,RENT,30000,Source Verified,Current,debt_consolidation,CA,10.2,0,Jul-91,1,,,3,0,7095,64.50%,5,w,1701.26,Aug-18,0,,0,7095,0,0,0,0,,0,,1,1,5925,65,11000,0,0,2,1,3548,2575,69.7,,296,7,7,0,150,,0,,0,1,2,2,4,0,3,5,2,3,0,1,100,0,0,0,11000,7095,8500,0
8000, 36 months,8.39%,252.14,B,B1,Category Merchandiser,10+ years,MORTGAGE,35000,Not Verified,Fully Paid,debt_consolidation,VT,17.8,0,Mar-00,0,,,7,0,5641,41.20%,9,w,0,Aug-18,0,,0,154226,2,1,0,1,16,7824,56,2,2,3472,49,13700,1,0,1,4,25704,6359,47,131,192,5,5,2,5,,8,,0,2,2,3,3,2,5,5,2,7,0,3,100,50,0,0,169619,13465,12000,14083
32000, 60 months,7.89%,647.17,A,A5,Assembly/ Test Tech Sr.,3 years,RENT,93000,Source Verified,Charged Off,debt_consolidation,CA,17.58,0,Nov-01,0,,,14,0,6333,12%,31,w,0,Nov-17,0,,0,44850,1,3,1,3,11,38517,83,1,3,621,32,52800,1,3,5,6,3450,22479,2.7,141,172,0,0,2,48,,2,,0,1,2,5,8,11,11,18,2,14,0,2,100,0,0,0,108893,44850,23100,56093
7200, 36 months,9.75%,231.48,B,B3,Breakdown  specialist ,6 years,RENT,52000,Not Verified,Fully Paid,debt_consolidation,CO,14.89,0,Nov-96,0,37,,5,0,4983,73.30%,17,w,0,Aug-18,0,37,0,19570,0,2,0,1,20,14587,52,1,1,2630,56,6800,2,1,5,2,3914,1817,73.3,114,232,11,11,4,11,,2,,2,3,3,3,4,7,3,6,3,5,0,1,93.7,66.7,0,0,34675,19570,6800,27875
4800, 36 months,9.75%,154.32,B,B3,Field technician / blaster,10+ years,RENT,75000,Source Verified,Current,debt_consolidation,WY,16.26,3,Jul-04,0,7,,6,0,1255,46.50%,20,w,1190.61,Aug-18,0,7,0,26870,1,3,2,4,9,25615,70,1,1,879,68,2700,1,0,0,5,4478,1145,52.3,135,140,4,4,0,112,7,15,7,2,2,2,2,8,10,3,10,2,6,1,3,76.5,0,0,0,39277,26870,2400,36577
10000, 60 months,14.46%,235.08,C,C4,Driver,7 years,MORTGAGE,40000,Not Verified,Current,debt_consolidation,MI,15.87,0,Feb-10,0,,89,7,1,2859,27%,8,w,6211,Aug-18,0,,901,99817,0,1,1,1,12,5819,69,0,2,1187,46,10600,1,0,0,5,14260,5004,30.5,73,28,18,12,1,19,,19,,0,2,3,2,2,2,4,4,3,7,0,1,100,50,1,0,112704,8872,7200,8380
20000, 36 months,9.75%,643,B,B3,Head Teacher,10+ years,RENT,49000,Source Verified,Current,debt_consolidation,NY,17.1,0,Jan-01,0,,,14,0,25554,54.30%,31,w,4960.86,Aug-18,0,,0,43397,1,2,0,0,29,17843,116,1,3,7493,70,47100,0,0,0,3,3616,12771,66.4,65,182,3,3,0,53,,20,,0,5,7,5,17,3,12,28,7,14,0,1,100,60,0,0,62483,43397,38000,15383
15000, 60 months,18.99%,389.03,D,D4,,n/a,OWN,42000,Verified,Fully Paid,debt_consolidation,NY,27.74,0,Oct-02,2,48,,16,0,19602,50.70%,49,w,0,Mar-17,0,,0,24259,1,1,0,2,17,4657,67,3,8,2656,53,38700,0,2,3,10,1516,1747,80.1,161,156,4,4,0,7,,4,,0,5,12,6,17,8,15,41,12,16,0,3,98,50,0,0,45700,24259,8800,7000
5000, 36 months,7.89%,156.43,A,A5,machinst,10+ years,MORTGAGE,37440,Source Verified,Current,other,ID,13.43,1,Aug-96,0,2,31,9,3,1610,24%,19,w,1215.14,Aug-18,0,24,0,160972,0,1,0,0,76,8992,35,0,0,1427,33,6700,0,0,0,0,20122,3190,33.5,235,172,107,76,2,107,,,,1,3,3,4,4,8,6,9,3,9,0,0,72.2,25,0,2,202083,10602,4800,25435
12000, 36 months,7.89%,375.43,A,A5,Professor,5 years,OWN,60000,Not Verified,Fully Paid,major_purchase,NJ,14.92,0,Aug-04,0,,64,13,1,8828,39.20%,25,w,0,Jul-18,0,,776,51719,0,6,1,1,8,42891,89,2,6,6188,73,22500,2,0,5,7,4310,12503,33.5,136,139,8,8,0,11,,3,,0,2,3,6,10,13,7,12,3,13,0,3,100,20,1,0,70662,51719,18800,48162
7000, 36 months,9.75%,225.05,B,B3,Pharmacy Technician,2 years,RENT,46800,Source Verified,Fully Paid,debt_consolidation,CA,23.74,0,Nov-93,0,65,,21,0,9742,24.40%,45,w,0,Aug-18,0,65,0,26048,3,2,2,4,6,16306,82,3,7,5991,43,40000,3,4,4,11,1240,19043,32.7,101,268,2,2,2,2,81,3,71,5,3,6,11,19,7,19,36,6,21,0,5,86.7,9.1,0,0,60000,26048,28300,20000
5000, 36 months,8.39%,157.59,B,B1,Physical Therapist,5 years,RENT,80000,Source Verified,Current,credit_card,FL,24.55,0,Sep-99,0,30,,12,0,10140,77.40%,24,w,1221.69,Aug-18,0,30,0,42509,0,3,0,2,18,32369,64,2,2,4435,67,13100,0,1,3,4,3864,550,93.4,155,198,9,9,1,9,30,7,30,4,3,7,4,10,6,9,17,7,12,0,2,83.3,100,0,0,63761,42509,8300,50661
15000, 36 months,9.16%,478.12,B,B2,Technician ,10+ years,RENT,85000,Not Verified,Current,credit_card,CA,16.69,4,May-01,2,5,,10,0,18873,75%,15,w,3696.6,Aug-18,0,16,0,318777,1,2,1,1,12,22082,56,2,6,7793,75,25200,0,0,4,7,31877,3840,85,162,178,3,3,1,7,,1,,0,5,7,7,7,5,7,9,7,10,2,3,87,80,0,0,370369,40955,19200,39388
10000, 60 months,19.99%,264.89,E,E1,Service Technician,< 1 year,MORTGAGE,56000,Source Verified,Current,debt_consolidation,TX,4.01,0,Jul-04,0,,,5,0,7244,86.20%,7,w,6528.92,Aug-18,0,,0,200229,1,0,0,0,,0,,1,1,3774,86,8400,0,0,2,2,40046,56,99.2,,140,6,6,1,6,,8,,0,3,3,3,5,0,4,6,3,5,0,2,100,100,0,0,202617,7244,7300,0
2400, 36 months,13.67%,81.65,C,C3,Asst. Mgr.,9 years,RENT,45000,Source Verified,Fully Paid,moving,MT,36.13,0,Sep-94,1,36,,12,0,9717,74.20%,30,w,0,Aug-18,0,,320,50490,0,5,1,4,12,40773,79,0,1,7974,78,13100,1,3,2,5,4590,2883,77.1,138,258,23,12,0,23,36,0,36,0,2,2,5,9,18,6,12,2,12,0,1,96.3,25,0,0,64912,50490,12600,51812
24000, 60 months,6.97%,474.89,A,A3,sales mgr.,1 year,MORTGAGE,125000,Source Verified,Current,debt_consolidation,TX,10.71,0,Apr-00,0,29,,11,0,21073,61.40%,24,w,13491.03,Aug-18,0,,0,255907,1,1,1,1,6,24204,92,0,1,8135,75,34300,2,3,4,2,25591,11827,64.1,160,191,20,6,5,20,29,6,29,0,6,6,6,9,5,9,14,6,11,0,1,95.8,16.7,0,0,284554,45277,32900,26254
15000, 60 months,10.75%,324.27,B,B4,Recreation coordinator,9 years,OWN,120000,Source Verified,Current,debt_consolidation,CA,11.97,0,Nov-01,0,,61,8,1,13132,68.80%,30,w,8987.56,Aug-18,0,,0,37635,1,1,2,3,5,24503,98,0,1,3766,85,19100,0,3,0,4,4704,2505,76.8,151,172,19,5,0,40,,,,0,4,5,4,12,8,7,22,5,8,0,2,100,75,1,0,44100,37635,10800,25000
25025, 36 months,17.27%,895.58,D,D2,Category Specialist,5 years,MORTGAGE,68000,Verified,Fully Paid,credit_card,TN,19.06,7,Sep-03,1,4,,8,0,10570,69.50%,17,w,0,Aug-18,0,14,0,56503,1,4,0,1,13,45933,86,1,1,9313,82,15200,0,0,1,2,7063,4630,69.5,150,133,4,4,0,4,4,6,4,4,3,3,4,7,9,4,8,3,8,7,1,52.9,25,0,0,68693,56503,15200,53493
20000, 36 months,5.32%,602.3,A,A1,IT,10+ years,OWN,102000,Not Verified,Current,credit_card,TX,18.24,0,Dec-80,0,,,17,0,29331,28.30%,21,w,4723.51,Aug-18,0,,0,50082,1,2,1,1,6,20751,63,1,1,10448,37,103600,1,0,3,2,3130,71569,29.1,137,423,9,6,0,9,,6,,0,5,5,12,15,3,15,18,5,17,0,2,100,0,0,0,136819,50082,100900,33219
